userCardNo,real_collection_date,category,img_url
JC1PB4D0,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818095609_94cf12a41eb94c858c216b77aaa5cf12.jpeg
R5LA935F,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250819012901_5ee923ca76864b7ca30f7c07ddf5d487.jpeg
3MZWPFTC,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818042404_0d3c4400cab64c6a8abba677a1719422.jpeg
3MZWPFTC,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818042504_74a171dd51ef4d92ae0953db97c0d702.jpeg
3MZWPFTC,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818042504_b08c543070d34ae5a20fff02a9be6e11.jpeg
3MZWPFTC,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818042604_bb6540763b784a529bf47c445ba38fd0.jpeg
3MZWPFTC,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818042604_eb2bec3b2c544b86b4c4f5f80b8dc67f.jpeg
6DLQGTBF,2025.8.18,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250819035903_f80f0c8a0c934dd8b0dd8b25561e1202.jpeg
JJBXMWPT,2025.8.18,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250819085908_7caed36d71de4ef1aca4230a6c74ce90.jpeg
JJBXMWPT,2025.8.18,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250819085908_b2e983732e90490ba8dd84f06cc04a33.jpeg
907MFCA9,2025.8.18,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250819084408_93ddf8dfa8824800a9c7df4f0c77d20f.jpeg
BUQT9RB3,2025.8.19,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250820044404_96caf4b471c945a89925b297097ddc32.jpeg
GVRSSYRJ,2025.8.19,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250820004800_ca4ae91b9f524d99a0389493f025950a.jpeg
